id1	id2	promoterdis	length1	length2	overlap	overlapc
AT1G07130	AT1G07128	958	958	1169	957	B
AT1G52530	AT1G07813	958	1471	389	388	A
AT2G34910	AT2G08695	964	1209	208	207	A
AT1G54790	AT1G07997	965	3088	249	248	A
AT1G54710	AT1G07987	967	4387	366	365	A
AT2G14247	AT2G06085	968	1094	233	232	A
AT4G36770	AT4G09385	968	1552	620	619	A
AT3G61360	AT3G09635	969	1838	235	234	A
AT3G17890	AT3G03585	970	1315	77	76	A
AT3G16240	AT3G03265	973	1471	445	444	A
AT5G02140	AT5G00815	975	1236	257	256	A
AT3G58415	AT3G09125	976	1093	385	384	A
AT1G01040	AT1G03993	978	8107	788	787	A
AT2G29530	AT2G08350	980	1560	520	519	A
AT3G12260	AT3G02495	982	1401	725	724	A
AT2G15910	AT2G06525	991	3109	271	270	A
AT5G39510	AT5G05975	996	2310	219	218	A
AT2G40890	AT2G09205	997	2400	529	528	A
AT4G08330	AT4G05405	998	1657	637	636	A
AT5G18290	AT5G02885	999	3341	209	208	A
AT3G04550	AT3G01485	1001	1480	251	250	A
AT5G22799	AT5G03525	1005	1144	251	250	A
AT5G54680	AT5G08235	1005	2138	630	629	A
AT1G70200	AT1G09143	1007	2027	101	100	A
AT1G10120	AT1G04773	1008	2918	741	740	A
AT2G39500	AT2G09055	1010	1096	310	309	A
AT5G13840	AT5G02105	1013	2959	376	375	A
AT1G79700	AT1G09907	1014	3363	355	354	A
AT3G60910	AT3G09495	1014	1829	271	270	A
AT1G23830	AT1G05837	1019	1129	1005	1004	A
AT2G03965	AT2G04655	1020	1480	669	668	A
AT3G15190	AT3G03025	1020	1388	482	481	A
AT2G31910	AT2G08490	1022	4526	204	203	A
AT3G01930	AT3G01065	1023	2630	507	506	A
AT5G25460	AT5G03985	1024	2258	1377	1024	D
AT4G03340	AT4G04515	1028	2354	621	620	A
AT2G20430	AT2G07295	1030	1787	195	194	A
AT1G74370	AT1G09443	1031	1238	341	340	A
AT4G08940	AT4G05680	1031	1379	265	264	A
AT2G41180	AT2G41178	1038	920	1361	919	B
AT3G05880	AT3G01795	1038	1428	262	261	A
AT2G34420	AT2G08665	1042	968	1047	967	B
AT1G26100	AT1G05977	1044	1477	472	471	A
AT5G23680	AT5G03635	1045	1498	219	218	A
AT2G18920	AT2G18917	1046	408	990	350	D
AT3G09700	AT3G02225	1046	1402	430	429	A
AT1G03165	AT1G04173	1049	989	349	287	C
AT1G08315	AT1G04647	1050	1093	1108	1050	C
AT4G12070	AT4G12065	1052	2728	73	72	A
AT1G76350	AT1G09617	1052	3524	700	699	A
AT2G33810	AT2G33815	1052	1072	1046	1045	A
AT1G25220	AT1G05933	1055	2243	695	694	A
AT5G64920	AT5G09285	1055	1302	260	259	A
AT5G49920	AT5G07515	1058	1535	236	235	A
AT1G08713	AT1G64563	1059	388	3251	387	B
AT3G48320	AT3G07925	1059	1675	630	629	A
AT4G38210	AT4G38215	1060	1218	1340	1060	C
AT3G63490	AT3G09985	1067	2051	303	302	A
AT1G13700	AT1G05023	1072	1672	280	279	A
AT1G24290	AT1G05873	1074	1686	885	884	A
AT1G54830	AT1G08003	1074	1378	222	221	A
AT5G15440	AT5G02415	1075	2166	769	768	A
AT1G56010	AT1G08087	1077	2561	809	808	A
AT4G24015	AT4G07195	1079	1530	534	533	A
AT5G67490	AT5G67488	1080	800	1000	718	D
AT1G32460	AT1G06573	1083	1047	1023	985	C
AT4G03180	AT4G04445	1087	1727	865	864	A
AT2G02635	AT2G04265	1093	6103	939	938	A
AT2G44850	AT2G09560	1093	2208	206	205	A
AT1G71950	AT1G09287	1094	1285	487	486	A
AT2G45800	AT2G09665	1094	1338	1095	1094	A
AT3G52030	AT3G08220	1094	2444	324	323	A
AT3G05035	AT3G01565	1095	1171	286	285	A
AT2G33847	AT2G08640	1097	1751	583	582	A
AT1G76360	AT1G09623	1098	3571	291	290	A
AT1G06450	AT1G04463	1099	1380	921	920	A
AT3G46845	AT3G07555	1102	1408	563	562	A
AT1G09860	AT1G04743	1102	1396	1030	1029	A
AT3G61230	AT3G09575	1103	1266	1038	1037	A
AT1G05730	AT1G04417	1104	2033	360	359	A
AT4G08868	AT4G05650	1106	836	388	116	C
AT3G27810	AT3G05315	1109	4644	203	202	A
AT4G29900	AT4G08245	1110	8439	1006	1005	A
AT3G24570	AT3G04755	1113	2108	885	884	A
AT1G29040	AT1G06207	1114	2142	324	323	A
AT1G28765	AT1G28940	1117	2599	72	71	A
AT1G02950	AT1G02952	1117	1336	1014	1013	A
AT5G55050	AT5G55045	1118	2764	73	72	A
AT3G02910	AT3G01205	1119	966	1171	965	B
AT1G74660	AT1G09497	1120	2818	248	247	A
AT5G07900	AT5G01435	1121	1357	440	439	A
AT3G02405	AT3G11415	1123	385	1002	262	D
AT2G34180	AT2G08655	1124	1722	665	664	A
AT4G13270	AT4G06060	1124	1867	327	326	A
AT5G58620	AT5G08870	1126	2732	250	249	A
AT5G18470	AT5G02895	1127	1339	1169	1127	D
AT1G05720	AT1G04413	1128	1385	360	359	A
AT2G36220	AT2G08780	1129	1218	844	843	A
AT1G01750	AT1G04053	1131	1123	847	837	C
AT3G17626	AT3G03515	1136	834	356	52	C
AT5G65630	AT5G09405	1137	3743	1138	1137	A
AT2G22850	AT2G07850	1139	2334	856	855	A
AT3G43840	AT3G06685	1141	1492	410	409	A
AT1G16820	AT1G05267	1145	1819	877	876	A
AT1G62790	AT1G08563	1151	1604	237	236	A
AT1G49530	AT1G07563	1152	1261	394	393	A
AT4G39170	AT4G09815	1152	3145	569	568	A
AT1G14010	AT1G05043	1153	1590	569	568	A
AT1G53400	AT1G53410	1154	1843	72	71	A
AT1G71310	AT1G09233	1156	2320	267	266	A
AT4G10750	AT4G05815	1160	1255	384	383	A
AT1G26220	AT1G26218	1163	753	1216	752	B
AT1G11090	AT1G04837	1164	1146	1243	1145	B
AT3G04560	AT3G01495	1164	2017	224	223	A
AT5G46110	AT5G46105	1167	2836	72	71	A
AT5G52210	AT5G07895	1167	2081	200	199	A
AT1G75440	AT1G09553	1172	1595	390	389	A
AT2G31890	AT2G08480	1172	2788	592	591	A
AT2G20890	AT2G07345	1172	1643	213	212	A
AT3G19780	AT3G03895	1172	4721	396	395	A
AT5G07120	AT5G01315	1172	2649	545	544	A
AT1G56240	AT1G56242	1176	1479	1415	1176	C
AT5G03420	AT5G00920	1176	3337	232	231	A
AT3G57062	AT3G08835	1177	1247	285	284	A
AT1G06760	AT1G04503	1179	1186	484	483	A
AT1G20070	AT1G05523	1180	1139	1157	1114	D
AT3G14100	AT3G02845	1182	3358	233	232	A
AT4G34120	AT4G08925	1182	2011	307	306	A
AT2G24310	AT2G08000	1185	1173	1228	1172	B
AT1G67330	AT1G67328	1188	1116	1438	1115	B
AT1G12140	AT1G04927	1189	3311	409	408	A
AT1G10110	AT1G04767	1196	1375	1041	1040	A
AT2G21455	AT2G07415	1201	1474	522	521	A
AT4G15820	AT4G06340	1203	2219	1193	1192	A
AT2G01410	AT2G03975	1205	1296	1129	1128	A
AT2G07749	AT2G05145	1206	2355	217	216	A
AT1G54780	AT1G07993	1208	1521	526	525	A
AT3G63400	AT3G09955	1216	3570	315	314	A
AT5G25500	AT5G04005	1216	1680	369	368	A
AT3G17890	AT3G03595	1218	1315	241	240	A
AT1G34842	AT1G34844	1220	1187	1750	1186	B
AT4G28160	AT4G28162	1220	686	1970	685	B
AT3G54080	AT3G08365	1224	1756	501	500	A
AT2G03460	AT2G04525	1226	1372	843	842	A
AT3G59970	AT3G09305	1229	3260	266	265	A
AT1G06260	AT1G06265	1231	1156	2719	1155	B
AT1G12810	AT1G04973	1237	1567	726	725	A
AT1G21880	AT1G05687	1239	2217	842	841	A
AT4G26480	AT4G07655	1239	3900	226	225	A
AT5G12380	AT5G01935	1245	1520	1446	1245	D
AT5G17360	AT5G02695	1261	1377	791	790	A
AT2G36480	AT2G08800	1262	4943	234	233	A
AT2G40815	AT2G09200	1262	1655	587	586	A
AT4G16680	AT4G06415	1262	4334	467	466	A
AT5G63050	AT5G09135	1262	2544	244	243	A
AT1G15700	AT1G05183	1265	1259	1301	1258	B
AT4G34330	AT4G34332	1266	1286	1175	1174	A
AT3G12490	AT3G02525	1271	1503	286	285	A
AT2G21950	AT2G07475	1272	1473	1335	1272	C
AT3G44763	AT3G06925	1276	1041	352	115	C
AT2G47990	AT2G09975	1282	1821	556	555	A
AT4G26490	AT4G26488	1283	1032	1540	1031	B
AT3G20740	AT3G04025	1284	3468	210	209	A
AT2G35860	AT2G35859	1287	2298	1764	1287	D
AT5G58960	AT5G08880	1287	2759	613	612	A
AT5G53905	AT5G53902	1288	1107	702	519	D
AT3G15520	AT3G03135	1288	2847	490	489	A
AT1G80320	AT1G80325	1289	1115	3467	1114	B
AT4G34131	AT4G08935	1292	1761	283	282	A
AT1G06923	AT1G04533	1303	901	560	156	C
AT2G37340	AT2G08865	1303	2555	852	851	A
AT4G22370	AT4G07085	1304	1434	578	577	A
AT3G07568	AT3G02015	1305	1531	253	252	A
AT2G07215	AT2G07213	1307	1114	1473	1113	B
AT1G62590	AT1G08537	1313	2319	327	326	A
AT2G24540	AT2G24545	1313	1246	2356	1245	B
AT3G13770	AT3G02755	1317	1903	290	289	A
AT1G02860	AT1G04147	1319	1965	278	277	A
AT2G05655	AT2G04945	1321	2068	288	287	A
AT1G16890	AT1G05277	1321	2055	729	728	A
AT1G52580	AT1G07823	1321	1450	1307	1306	A
AT4G22270	AT4G22265	1325	2819	86	85	A
AT5G22070	AT5G03375	1325	2474	283	282	A
AT1G28715	AT1G28910	1328	7116	72	71	A
AT1G15810	AT1G05203	1329	2094	442	441	A
AT1G15720	AT1G05187	1332	1462	1224	1223	A
AT3G28880	AT3G05575	1332	2280	212	211	A
AT5G20900	AT5G03235	1334	1598	211	210	A
AT1G30280	AT1G30282	1336	2061	1432	1336	C
AT1G75090	AT1G09527	1337	2279	444	443	A
AT1G74900	AT1G09517	1337	1735	618	617	A
AT2G19570	AT2G19572	1338	1221	1572	1220	B
AT5G01580	AT5G00780	1341	1093	1524	1092	B
AT1G69588	AT1G69587	1347	884	3824	883	B
AT4G15800	AT4G06335	1348	1209	435	294	C
AT5G02530	AT5G00865	1348	1769	304	303	A
AT4G01595	AT4G01593	1350	1268	1534	1267	B
AT5G54170	AT5G08135	1350	2165	315	314	A
AT5G41320	AT5G06155	1350	2059	1051	1050	A
AT2G01290	AT2G03925	1353	1268	619	532	D
AT3G62080	AT3G09725	1353	2604	289	288	A
AT1G23820	AT1G05833	1355	2660	688	687	A
AT2G32180	AT2G32179	1368	971	1536	970	B
AT1G13740	AT1G05033	1371	1673	494	493	A
AT2G03620	AT2G04535	1375	3171	530	529	A
AT1G24280	AT1G05867	1376	3134	315	314	A
AT1G50440	AT1G07637	1377	2139	248	247	A
AT3G59940	AT3G09275	1377	1449	1389	1377	D
AT5G66280	AT5G09595	1379	1354	1637	1353	B
AT1G18040	AT1G05367	1382	2658	316	315	A
AT1G75890	AT1G75891	1383	2303	1370	1369	A
AT4G40080	AT4G40085	1388	1404	1509	1388	D
AT5G04410	AT5G00965	1389	2828	375	374	A
AT3G11570	AT3G02465	1391	2521	475	474	A
AT5G06860	AT5G06865	1395	1188	1550	1187	B
AT4G03140	AT4G04435	1398	1722	936	935	A
AT1G75080	AT1G09523	1399	2572	220	219	A
AT1G02620	AT1G04133	1400	1683	422	421	A
AT3G49180	AT3G08045	1403	2190	291	290	A
AT1G10522	AT1G04797	1406	1977	468	467	A
AT3G51240	AT3G51238	1407	1378	1670	1377	B
AT5G42760	AT5G06385	1411	1644	388	387	A
AT3G47810	AT3G07825	1413	2497	699	698	A
AT1G64190	AT1G08657	1416	1662	578	577	A
AT3G30823	AT3G06115	1417	1278	806	665	D
AT2G07662	AT2G07765	1422	1708	83	82	A
AT5G17630	AT5G02755	1427	1419	296	286	C
AT2G45530	AT2G09640	1428	948	1256	774	C
AT3G01470	AT3G01035	1430	1902	345	344	A
AT1G12480	AT1G04953	1431	2019	775	774	A
AT1G78060	AT1G09777	1431	3201	349	348	A
AT2G07683	AT2G07752	1432	1485	72	71	A
AT3G17800	AT3G03535	1434	1893	597	596	A
AT3G45870	AT3G07305	1434	1894	209	208	A
AT2G47580	AT2G09945	1435	1685	1034	1033	A
AT2G33655	AT2G33650	1438	1655	72	71	A
AT1G66870	AT1G08853	1438	1485	416	415	A
AT3G56470	AT3G08675	1440	1840	425	424	A
AT1G15030	AT1G05143	1441	2487	265	264	A
AT3G48195	AT3G07885	1441	4142	492	491	A
AT1G71710	AT1G09263	1442	7480	243	242	A
AT4G24510	AT4G07275	1444	1742	316	315	A
AT1G71260	AT1G09223	1448	1753	220	219	A
AT2G34080	AT2G08650	1448	1678	937	936	A
AT1G28680	AT1G28685	1454	1724	1721	1454	D
AT1G11900	AT1G04917	1455	1572	724	723	A
AT4G14700	AT4G06210	1469	2588	825	824	A
AT5G48800	AT5G07275	1473	2365	236	235	A
AT2G43840	AT2G09505	1474	1613	356	355	A
AT2G22740	AT2G07845	1488	4401	1137	1136	A
AT1G20520	AT1G20515	1489	696	1981	695	B
AT3G16360	AT3G03295	1501	1593	212	211	A
AT5G05190	AT5G01005	1501	2684	370	369	A
AT3G24330	AT3G24332	1502	1503	1503	1502	E
AT4G33670	AT4G08825	1502	1960	527	526	A
AT1G01210	AT1G04017	1503	1718	233	232	A
AT5G24215	AT5G03695	1503	1560	539	538	A
AT2G35640	AT2G35637	1504	1505	1806	1504	B
AT3G22120	AT3G22121	1504	1515	1372	1371	A
AT1G72530	AT1G09317	1508	1691	322	321	A
AT3G15570	AT3G03145	1508	1602	498	497	A
AT2G33390	AT2G08575	1512	1957	733	732	A
AT3G01200	AT3G01202	1512	1769	1562	1512	C
AT5G44920	AT5G06665	1516	1235	1532	1234	B
AT5G49945	AT5G07525	1519	2212	508	507	A
AT1G25211	AT1G05927	1520	1526	1432	1431	A
AT1G69600	AT1G09073	1528	1391	199	60	C
AT4G36810	AT4G36808	1528	1798	1650	1528	D
AT4G11660	AT4G05910	1531	2080	352	351	A
AT1G78130	AT1G09783	1535	1763	1582	1535	D
AT3G20730	AT3G04015	1535	1983	386	385	A
AT1G51402	AT1G07743	1538	1343	1013	816	C
AT3G06960	AT3G01915	1538	2312	294	293	A
AT4G37890	AT4G37895	1539	2352	1634	1539	C
AT2G07683	AT2G07753	1545	1485	75	13	C
AT2G19580	AT2G19582	1548	3020	1617	1548	C
AT1G61420	AT1G08387	1549	4043	1587	1549	C
AT3G01620	AT3G01045	1549	1772	1045	1044	A
AT1G31490	AT1G31485	1550	2067	1332	1331	A
AT5G26270	AT5G04225	1553	1762	209	208	A
AT1G28765	AT1G28930	1555	2599	72	71	A
AT2G15690	AT2G06465	1561	2783	1489	1488	A
AT5G25080	AT5G03875	1568	3365	349	348	A
AT3G57970	AT3G57965	1573	1452	2181	1451	B
AT3G01140	AT3G01142	1578	1967	1579	1578	A
AT4G32660	AT4G08705	1579	3185	319	318	A
AT1G68800	AT1G09013	1587	4240	260	259	A
AT1G36390	AT1G06977	1588	1860	779	778	A
AT1G53230	AT1G53233	1588	2001	1927	1588	C
AT3G63130	AT3G09895	1592	2284	218	217	A
AT5G28919	AT5G04905	1593	1548	1859	1547	B
AT4G18610	AT4G06830	1594	2548	241	240	A
AT3G50840	AT3G50835	1596	2203	73	72	A
AT1G18100	AT1G05383	1596	2978	550	549	A
AT1G17130	AT1G05293	1603	2478	279	278	A
AT4G05400	AT4G05155	1605	1791	417	416	A
AT5G41870	AT5G06245	1607	1899	358	357	A
AT5G59450	AT5G08920	1611	2324	1587	1586	A
AT5G25755	AT5G04055	1614	2326	721	720	A
AT1G68400	AT1G08987	1615	2731	74	73	A
AT1G69270	AT1G09053	1615	1966	1647	1615	C
AT3G21780	AT3G21781	1615	1616	1616	1615	E
AT1G06000	AT1G06002	1620	1568	1634	1567	B
AT4G18370	AT4G06770	1622	2024	377	376	A
AT1G51390	AT1G07733	1624	1797	249	248	A
AT2G45680	AT2G45685	1624	1648	1680	1624	C
AT5G48730	AT5G07265	1630	2163	319	318	A
AT3G45600	AT3G07205	1633	2079	1069	1068	A
AT3G21000	AT3G04045	1636	1512	218	92	C
AT2G35660	AT2G08740	1636	2003	297	296	A
AT1G52340	AT1G07803	1637	1754	349	348	A
AT1G50660	AT1G07663	1638	3469	432	431	A
AT4G38250	AT4G09695	1641	1576	1642	1575	B
AT1G60530	AT1G60525	1644	1371	2007	1370	B
AT1G53480	AT1G07887	1645	1666	1039	1038	A
AT1G11770	AT1G04887	1648	1773	1309	1308	A
AT1G48320	AT1G48315	1655	903	1901	902	B
AT4G27950	AT4G07925	1657	1350	345	36	D
AT3G26934	AT3G05125	1658	1747	279	278	A
AT3G56450	AT3G08655	1658	2313	232	231	A
AT5G02150	AT5G00820	1661	1788	279	278	A
AT5G36001	AT5G36002	1662	1796	1826	1662	D
AT2G41770	AT2G09310	1667	2891	331	330	A
AT5G14440	AT5G02225	1675	1887	207	206	A
AT2G34390	AT2G08660	1677	1502	1608	1431	D
AT3G46990	AT3G07615	1688	1795	907	906	A
AT1G50020	AT1G07607	1689	1694	621	620	A
AT5G61440	AT5G09000	1696	1952	68	67	A
AT2G43320	AT2G09440	1696	3378	1237	1236	A
AT1G05987	AT1G26208	1698	414	5514	413	B
AT1G51550	AT1G07753	1701	2351	890	889	A
AT1G06800	AT1G04513	1708	2048	1101	1100	A
AT1G14810	AT1G05123	1708	2164	323	322	A
AT4G13510	AT4G13505	1708	1703	1892	1702	B
AT1G02310	AT1G04103	1709	2699	2800	1709	C
AT1G05840	AT1G04437	1710	3550	257	256	A
AT1G01910	AT1G04083	1711	2671	275	274	A
AT4G00750	AT4G03725	1711	3346	973	972	A
AT2G02720	AT2G04285	1713	2101	790	789	A
AT1G29355	AT1G29357	1717	1492	1835	1491	B
AT1G54160	AT1G07943	1720	2117	490	489	A
AT2G20710	AT2G07325	1724	1919	1252	1251	A
AT1G18730	AT1G18735	1725	1619	961	853	C
AT5G54070	AT5G54075	1726	1669	361	302	C
AT1G74550	AT1G09487	1726	1667	1190	1129	C
AT3G55530	AT3G08525	1733	2439	432	431	A
AT1G54370	AT1G07967	1734	3955	309	308	A
AT1G75300	AT1G75295	1735	1556	2417	1555	B
AT1G07060	AT1G04557	1738	2050	206	205	A
AT3G05760	AT3G01745	1743	2135	205	204	A
AT1G20690	AT1G05563	1751	1940	213	212	A
AT3G58780	AT3G09155	1756	4358	564	563	A
AT1G68290	AT1G08973	1764	1768	1882	1764	D
AT2G24820	AT2G08060	1764	1936	480	479	A
AT5G61990	AT5G09030	1769	3526	1739	1738	A
AT5G62420	AT5G09070	1771	1544	269	40	C
AT1G79560	AT1G09893	1772	5802	96	95	A
AT2G43350	AT2G09455	1777	1956	381	380	A
AT2G34770	AT2G08680	1778	2437	217	216	A
AT1G74410	AT1G09447	1779	2371	366	365	A
AT5G01210	AT5G01215	1779	1780	1793	1779	B
AT2G20240	AT2G07275	1780	2786	553	552	A
AT4G02620	AT4G04225	1781	2055	425	424	A
AT2G35940	AT2G35945	1788	3403	1246	1245	A
AT1G52510	AT1G07807	1791	3696	334	333	A
AT1G07470	AT1G04577	1793	3090	238	237	A
AT5G65960	AT5G09535	1795	2012	453	452	A
AT4G02450	AT4G04135	1796	2025	266	265	A
AT1G01860	AT1G04073	1801	2149	233	232	A
AT2G36790	AT2G36792	1801	1658	2024	1657	B
AT1G11591	AT1G11592	1804	890	1756	840	C
AT1G18030	AT1G05363	1807	2496	237	236	A
AT3G24520	AT3G24518	1807	1809	4614	1807	D
AT4G09000	AT4G05685	1811	2163	842	841	A
AT5G27850	AT5G04545	1814	1907	156	155	A
AT5G67460	AT5G67455	1816	1905	72	71	A
AT3G46310	AT3G07385	1819	375	1623	177	D
AT4G37430	AT4G37432	1819	1849	1957	1819	D
AT1G49250	AT1G07537	1821	3793	153	152	A
AT5G03670	AT5G03668	1821	3094	1867	1821	D
AT2G30360	AT2G30362	1822	1867	2735	1822	C
AT4G38180	AT4G09685	1826	3230	1791	1790	A
AT5G44860	AT5G06635	1833	1796	202	163	D
AT3G49710	AT3G08070	1834	2166	603	602	A
AT3G21810	AT3G04185	1838	4261	821	820	A
AT1G14030	AT1G05047	1841	2223	448	447	A
AT5G61210	AT5G08990	1845	2145	257	256	A
AT5G61440	AT5G09005	1852	1952	81	80	A
AT1G65120	AT1G08737	1854	5159	104	103	A
AT1G35830	AT1G06937	1854	1837	219	200	D
AT2G43235	AT2G09430	1854	2138	782	781	A
AT2G31790	AT2G08470	1858	2149	265	264	A
AT5G65550	AT5G09395	1864	1683	1793	1610	D
AT1G43605	AT1G07167	1866	1196	710	38	D
AT1G78270	AT1G78265	1866	1855	1865	1852	D
AT2G04280	AT2G04755	1866	1955	1789	1788	A
AT1G62180	AT1G08477	1868	1993	782	781	A
AT2G44260	AT2G44255	1875	1884	2103	1875	D
AT2G41710	AT2G09305	1879	3017	1530	1529	A
AT3G07170	AT3G01945	1880	2119	224	223	A
AT2G30950	AT2G08420	1882	2849	201	200	A
AT5G24810	AT5G03825	1887	6068	350	349	A
AT4G09810	AT4G05735	1893	2176	225	224	A
AT3G63470	AT3G09965	1895	2487	462	461	A
AT1G03940	AT1G04227	1896	1918	108	107	A
AT1G28715	AT1G28900	1900	7116	72	71	A
AT2G47550	AT2G09925	1903	2864	285	284	A
AT1G16490	AT1G16489	1905	1434	1949	1433	B
AT5G40440	AT5G06055	1906	3200	121	120	A
AT5G63490	AT5G09160	1911	3873	202	201	A
AT5G49130	AT5G49138	1915	2096	1982	1915	D
AT4G10020	AT4G05755	1923	2162	1118	1117	A
AT5G44585	AT5G06595	1925	1905	661	639	C
AT3G11500	AT3G02425	1927	1676	359	106	D
AT1G79810	AT1G09917	1933	2709	505	504	A
AT2G16510	AT2G06655	1935	1944	327	326	A
AT1G69980	AT1G09127	1943	1858	392	305	D
AT4G33300	AT4G08785	1943	6071	2029	1943	C
AT3G27170	AT3G05145	1944	2949	227	226	A
AT3G07690	AT3G02035	1946	2418	411	410	A
AT4G31405	AT4G08505	1948	1772	520	342	D
AT2G14680	AT2G06215	1951	5995	269	268	A
AT4G00360	AT4G03585	1956	2074	782	781	A
AT3G61380	AT3G09655	1957	3456	371	370	A
AT1G15000	AT1G15002	1959	1454	2056	1453	B
AT1G02420	AT1G04117	1961	1572	1541	1150	C
AT3G24503	AT3G04695	1961	3501	253	252	A
AT1G29040	AT1G06213	1964	2142	494	493	A
AT3G52070	AT3G52072	1967	749	2624	748	B
AT4G38560	AT4G09715	1967	2138	269	268	A
AT4G39840	AT4G39838	1969	2049	2077	1969	D
AT1G03100	AT1G04163	1977	2817	1424	1423	A
AT5G52100	AT5G07885	1985	2140	2106	1985	D
AT5G42090	AT5G42092	1987	2560	1891	1890	A
AT2G45310	AT2G45315	1991	1962	1984	1953	C
AT5G63020	AT5G09120	1992	2860	467	466	A
AT5G02520	AT5G00860	1996	2964	246	245	A
AT2G25280	AT2G08130	1998	2298	523	522	A
AT2G02750	AT2G04295	2001	2402	810	809	A
AT1G32370	AT1G06543	2004	1768	251	13	C
AT4G13560	AT4G06105	2005	4369	221	220	A
AT1G03410	AT1G04183	2006	3248	2007	2006	A
AT1G12150	AT1G04933	2010	2122	1450	1449	A
AT5G51790	AT5G07825	2014	2086	241	240	A
AT1G03550	AT1G03545	2015	2334	2032	2015	C
AT1G56160	AT1G56165	2018	1204	1644	828	C
AT4G12040	AT4G05940	2021	2139	199	198	A
AT4G22730	AT4G07095	2026	2885	921	920	A
AT2G41090	AT2G09220	2031	1653	395	15	C
AT3G05770	AT3G01755	2033	2213	237	236	A
AT4G03190	AT4G04455	2033	2224	423	422	A
AT1G75180	AT1G09543	2035	2554	2827	2035	C
AT4G33630	AT4G08795	2040	4063	346	345	A
AT1G48970	AT1G07517	2043	4120	1219	1218	A
AT1G77800	AT1G09757	2043	7286	350	349	A
AT2G10615	AT2G05585	2050	1831	507	286	C
AT1G06790	AT1G04507	2053	2605	248	247	A
AT4G02140	AT4G04065	2069	2466	376	375	A
AT3G16860	AT3G03385	2072	2843	393	392	A
AT5G01480	AT5G00770	2074	2057	391	372	C
AT1G53500	AT1G07893	2074	2814	1439	1438	A
AT5G05980	AT5G01125	2078	4941	340	339	A
AT1G71490	AT1G09257	2079	2921	742	741	A
AT3G24670	AT3G04785	2079	2991	207	206	A
AT3G16180	AT3G03225	2081	3740	1514	1513	A
AT1G64253	AT1G08663	2082	2220	312	311	A
AT3G62090	AT3G09745	2082	2163	2341	2082	C
AT2G16910	AT2G06795	2089	2534	440	439	A
AT1G25097	AT1G25098	2093	3056	2570	2093	C
AT1G11820	AT1G04893	2094	2457	346	345	A
AT1G06645	AT1G04487	2101	1669	540	106	C
AT1G68680	AT1G09007	2105	1837	420	150	C
AT1G09833	AT1G78865	2112	447	2214	446	B
AT4G09435	AT4G09432	2112	1602	2281	1601	B
AT3G14360	AT3G02925	2115	2237	324	323	A
AT5G66650	AT5G09665	2121	4010	242	241	A
AT3G12520	AT3G02545	2121	4223	223	222	A
AT5G66595	AT5G09635	2122	2304	204	203	A
AT1G60420	AT1G08317	2125	2500	307	306	A
AT1G53100	AT1G07853	2127	2251	294	293	A
AT4G38540	AT4G38545	2128	1781	2367	1780	B
AT1G05560	AT1G05562	2135	2136	2136	2135	E
AT4G08320	AT4G05395	2146	2354	272	271	A
AT4G16670	AT4G06410	2152	2636	1092	1091	A
AT5G16030	AT5G02515	2153	2501	1063	1062	A
AT5G47130	AT5G06955	2156	3445	199	198	A
AT1G53470	AT1G07883	2158	3448	53	52	A
AT1G69570	AT1G69572	2164	2188	1241	1240	A
AT1G72850	AT1G72852	2169	1603	1756	1188	C
AT2G42150	AT2G09335	2177	2375	1764	1763	A
AT4G26790	AT4G26795	2180	1920	2429	1919	B
AT2G04850	AT2G04852	2182	1434	1318	568	C
AT1G22850	AT1G05777	2184	2337	240	239	A
AT1G29780	AT1G29785	2193	666	2365	665	B
AT1G04910	AT1G04303	2200	3309	238	237	A
AT5G64000	AT5G09175	2201	2007	2435	2006	B
AT3G26980	AT3G05135	2204	2329	274	273	A
AT1G07480	AT1G04587	2204	2996	291	290	A
AT1G20690	AT1G20691	2209	1940	2312	1939	B
AT5G59730	AT5G59732	2215	2211	2254	2210	B
AT3G02920	AT3G01215	2217	2620	241	240	A
AT2G31390	AT2G08435	2218	2779	1754	1753	A
AT4G29700	AT4G08195	2221	2173	214	164	D
AT1G34630	AT1G06787	2225	2466	297	296	A
AT1G50910	AT1G07697	2229	3181	386	385	A
AT3G63440	AT3G63445	2233	2380	3801	2233	D
AT1G01450	AT1G01448	2239	1413	3076	1412	B
AT1G74420	AT1G09453	2241	2195	934	886	D
AT2G20720	AT2G07335	2252	2299	1732	1731	A
AT3G10140	AT3G02275	2252	2509	241	240	A
AT3G54630	AT3G54625	2258	1912	2351	1911	B
AT4G25480	AT4G07385	2259	1391	898	28	D
AT5G17570	AT5G02745	2270	2182	318	228	C
AT5G60020	AT5G60022	2275	2487	3121	2275	D
AT2G37360	AT2G37362	2278	2417	2523	2278	C
AT5G58970	AT5G08885	2278	2832	547	546	A
AT4G31400	AT4G31398	2283	2133	921	769	C
AT1G07725	AT1G07728	2287	2472	2415	2287	C
AT1G04900	AT1G04297	2291	4054	655	654	A
AT3G20210	AT3G03955	2305	2397	220	219	A
AT2G32310	AT2G32315	2306	1981	402	75	C
AT1G07120	AT1G07119	2309	1869	3624	1868	B
AT1G12820	AT1G04977	2313	2482	638	637	A
AT5G16960	AT5G02635	2314	2211	312	207	D
AT3G47580	AT3G07785	2321	3404	2188	2187	A
AT4G02710	AT4G04275	2321	4237	409	408	A
AT3G59070	AT3G59068	2322	2151	850	677	D
